drive,fds,result,penyds,ydsgained,numplays,postime
14,0,Punt,0,9,4,1:38
24,0,End of Game,0,-1,2,0:11
17,2,Field Goal,-10,42,11,5:58
21,0,Fumble,0,-39,6,1:02
11,2,End of Half,-5,26,5,1:05
7,3,Field Goal,-10,58,14,5:31
15,0,Punt,-19,12,4,0:40
12,3,Downs,-5,48,14,5:45
19,1,Punt,0,19,8,3:16
6,1,Punt,-14,14,7,2:06
8,1,Punt,5,11,9,2:50
20,2,Downs,-10,31,8,1:44
13,0,Punt,0,7,4,1:52
4,0,Punt,0,-2,5,1:27
23,0,Interception,0,0,2,0:16
22,1,Punt,-5,21,11,3:44
2,0,Interception,0,4,3,0:56
1,0,Punt,0,9,5,2:10
5,2,Field Goal,0,45,7,3:04
16,0,Punt,0,9,4,1:44
9,3,Field Goal,19,34,10,5:08
3,2,Field Goal,0,57,9,4:24
18,2,Punt,0,32,8,2:10
10,6,Fumble,23,45,12,1:19
