drive,fds,result,penyds,ydsgained,numplays,postime
9,4,Field Goal,0,66,13,6:01
18,0,Punt,0,3,6,1:04
6,0,Punt,0,-5,5,1:48
14,7,Touchdown,11,69,18,7:32
7,4,Downs,0,56,17,5:25
8,1,End of Half,0,59,6,1:34
10,1,Touchdown,0,77,3,0:20
19,4,Touchdown,0,80,11,2:43
12,1,Punt,0,10,7,2:26
16,0,Punt,0,9,4,2:18
11,2,Touchdown,0,80,7,1:51
3,5,Touchdown,5,66,13,5:00
17,0,Punt,0,2,4,1:03
4,0,Punt,0,-4,5,2:13
2,3,Punt,-10,46,14,6:36
1,5,Touchdown,0,84,13,5:38
5,3,Touchdown,0,56,6,1:46
13,2,Touchdown,0,85,3,0:34
15,2,Downs,-10,46,8,2:42
20,0,End of Game,0,-2,4,1:26
