drive,fds,result,penyds,ydsgained,numplays,postime
9,5,Touchdown,5,90,14,1:16
17,2,Interception,-15,41,6,1:40
4,4,Touchdown,15,45,7,2:00
5,1,Punt,0,20,8,2:44
15,2,Field Goal,-10,59,10,4:21
6,3,Field Goal,-15,61,15,6:01
16,1,Punt,-5,13,8,2:42
13,6,Touchdown,0,90,11,5:05
1,4,Interception,0,61,15,6:27
18,1,End of Game,0,44,10,1:45
8,1,Punt,0,18,10,0:52
11,0,Punt,-10,11,6,2:19
2,1,Field Goal,0,26,5,2:05
10,3,Touchdown,0,56,6,1:58
12,0,Punt,0,6,4,1:35
14,8,Touchdown,26,54,22,8:35
3,1,Punt,0,10,8,3:06
7,3,Field Goal,0,62,15,5:29
