drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,-2,4,1:42
24,0,Punt,0,9,4,2:27
10,0,Interception,-5,1,3,1:10
20,1,Interception,0,12,3,1:37
6,1,Interception,5,19,5,2:18
27,1,End of Game,0,24,7,1:45
18,1,Punt,0,18,6,2:13
26,1,Punt,0,22,8,2:32
25,5,Interception,15,47,8,3:18
1,2,Punt,0,35,7,3:11
5,2,Punt,0,45,7,3:29
13,3,Field Goal,-10,50,15,2:45
21,1,Interception,0,10,3,0:17
23,1,Punt,-15,29,8,2:11
11,4,Touchdown,0,62,8,3:33
14,0,Interception,0,0,2,0:03
8,0,Punt,0,4,4,1:25
19,1,Punt,0,16,5,2:04
22,3,Touchdown,3,13,9,2:40
12,0,Punt,-10,9,6,2:42
16,3,Field Goal,-5,44,10,4:03
7,0,Punt,-5,3,5,1:46
3,1,Field Goal,-5,16,6,2:00
17,1,Punt,0,13,7,2:43
4,1,Punt,0,29,7,2:40
2,0,Punt,0,-8,4,1:16
15,0,Punt,0,-10,5,2:10
