drive,fds,result,penyds,ydsgained,numplays,postime
9,4,Field Goal,0,83,16,4:04
10,0,End of Half,0,-1,3,0:02
20,0,Punt,0,2,5,1:01
6,2,Punt,0,36,9,4:11
18,1,Punt,0,25,6,3:37
1,1,Punt,-5,22,7,1:58
5,3,Field Goal,9,45,12,3:38
13,2,Field Goal,0,33,10,3:13
21,1,Downs,0,21,6,1:10
11,3,Touchdown,-25,111,12,3:41
14,2,Touchdown,0,80,5,1:13
8,1,Punt,0,19,7,1:53
19,1,Interception,0,19,5,1:42
22,0,End of Game,0,-3,4,1:26
12,0,Punt,0,7,5,1:47
16,6,Touchdown,-5,92,18,8:28
7,4,Touchdown,-15,94,10,4:37
3,2,Punt,0,31,9,4:26
17,0,Punt,-8,-4,7,1:11
4,0,Punt,0,7,4,1:50
2,2,Field Goal,-5,37,8,3:21
15,0,Punt,0,9,5,1:31
