drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,3,5,1:33
24,0,Punt,0,2,4,1:28
10,1,Punt,0,23,5,2:43
20,1,Punt,0,18,7,2:16
30,5,Touchdown,10,53,13,1:45
6,4,Missed FG,0,61,12,3:58
27,0,Punt,0,4,5,1:10
18,0,Fumble,0,-3,2,0:11
28,0,Punt,0,-6,4,1:43
26,4,Downs,5,56,13,3:55
31,0,End of Game,0,-1,3,0:34
25,0,Punt,-10,2,5,1:21
1,0,Punt,-19,24,7,2:54
5,1,Punt,0,33,6,1:45
13,3,Field Goal,0,45,12,0:59
29,0,Missed FG,0,3,4,1:35
21,1,Touchdown,0,70,4,1:30
23,0,Punt,0,9,5,1:48
11,1,Punt,0,10,7,1:58
14,0,Punt,0,4,5,0:53
8,1,Field Goal,-15,60,9,2:46
19,1,Touchdown,0,21,3,0:45
22,0,Punt,-10,17,6,1:45
12,2,Punt,-10,37,9,0:48
16,0,Field Goal,0,0,4,1:30
7,0,Punt,-5,7,5,1:08
3,1,Punt,5,8,5,2:17
17,5,Touchdown,10,60,13,4:58
4,1,Punt,-10,23,9,3:27
2,1,Punt,0,15,7,3:44
15,0,Fumble,0,7,2,0:53
