drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Downs,0,31,11,4:28
1,0,Punt,0,2,5,1:30
22,0,Punt,5,3,5,1:35
12,1,End of Half,0,15,8,1:04
4,1,Punt,0,18,6,2:13
11,0,Punt,0,7,5,0:38
2,1,Punt,0,16,5,1:55
20,1,Punt,0,23,7,1:49
13,0,Punt,0,4,5,1:00
24,2,Touchdown,0,42,3,0:55
15,0,Punt,0,8,4,2:14
25,2,Downs,-5,59,9,3:36
10,0,Punt,0,-3,4,1:17
18,3,Touchdown,5,53,10,3:53
8,1,Punt,0,36,9,3:32
6,5,Field Goal,-19,92,14,3:45
19,1,Punt,-10,7,7,2:43
23,1,Fumble,0,12,4,1:56
14,0,Punt,-10,13,5,1:33
3,0,Blocked Punt,0,1,4,0:55
17,0,Missed FG,0,9,4,2:00
7,1,Interception,0,23,7,3:22
16,0,Fumble,0,34,3,1:22
27,1,End of Game,0,17,2,0:21
5,4,Touchdown,0,81,11,5:21
21,1,Punt,0,14,5,2:01
26,1,Punt,0,20,11,3:02
