drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Field Goal,39,16,12,3:04
10,0,Punt,0,-6,5,2:01
20,1,Punt,0,25,7,3:41
6,0,Missed FG,0,5,4,1:25
18,4,Touchdown,0,65,11,4:42
1,4,Touchdown,5,79,11,3:37
5,0,Punt,-5,-2,5,2:19
13,0,Punt,0,4,5,1:15
21,6,Touchdown,0,75,13,4:29
11,3,Field Goal,5,37,13,2:04
14,1,Punt,-20,37,7,3:10
8,0,Punt,0,1,5,1:12
19,2,Punt,5,11,8,2:13
22,2,End of Game,0,24,12,3:46
12,0,End of Half,0,8,4,1:37
16,1,Punt,5,13,7,2:24
7,4,Field Goal,0,58,17,6:19
3,5,Touchdown,5,50,11,3:52
17,3,Downs,0,56,9,3:30
4,0,Punt,0,5,6,1:27
2,0,Punt,0,3,5,1:03
15,0,Interception,0,1,3,0:50
