drive,fds,result,penyds,ydsgained,numplays,postime
14,4,Field Goal,-10,84,12,5:43
17,0,Fumble,0,5,2,0:41
21,3,Touchdown,0,78,5,0:29
11,0,Punt,0,7,4,1:46
7,2,Punt,0,32,9,1:36
15,5,Touchdown,17,58,10,2:03
12,0,Punt,5,3,5,0:54
19,5,Field Goal,0,63,13,3:29
6,1,Punt,0,8,11,2:42
8,0,End of Half,0,-1,2,0:11
20,0,Punt,0,3,5,1:41
13,0,Punt,0,6,4,1:40
4,0,Punt,-10,16,7,2:12
23,0,End of Game,0,2,6,0:57
22,2,Downs,-10,37,12,1:52
2,6,Interception,10,74,15,6:54
1,2,Punt,15,18,8,3:24
5,6,Touchdown,0,86,18,7:31
16,1,Punt,0,16,6,2:35
9,0,Punt,0,1,5,1:09
3,3,Field Goal,-10,68,15,5:30
18,1,Field Goal,0,14,6,3:06
10,1,Punt,0,23,5,1:55
