drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Missed FG,0,-2,4,0:52
24,0,End of Game,0,-1,2,0:06
10,6,Touchdown,5,61,17,5:27
20,4,Field Goal,0,64,18,8:07
6,0,Punt,0,9,6,1:53
18,0,Punt,0,6,5,1:15
1,0,Punt,0,4,5,1:24
5,4,Field Goal,0,54,12,4:26
13,1,Punt,0,32,8,3:45
21,0,Interception,0,0,2,0:09
23,1,Downs,0,12,8,1:03
11,5,Touchdown,0,65,13,1:38
14,1,Interception,-10,16,5,2:14
8,1,Interception,0,15,3,1:02
19,2,Punt,0,24,8,4:01
22,0,Missed FG,0,-6,7,1:23
12,0,End of Half,0,-1,3,0:14
16,1,Punt,-5,28,8,3:54
7,4,Fumble,0,63,10,4:53
3,0,Punt,0,6,5,1:11
17,0,Punt,0,-1,4,1:36
4,0,Missed FG,0,1,4,1:13
2,4,Field Goal,-10,55,15,5:47
15,1,Punt,0,24,7,2:27
