drive,fds,result,penyds,ydsgained,numplays,postime
1,0,Punt,0,9,5,1:51
9,1,Punt,0,24,7,3:33
24,4,Touchdown,0,75,12,2:32
18,1,Fumble,0,32,5,1:50
20,1,Fumble,0,8,5,1:35
25,4,Touchdown,21,31,14,1:41
15,1,Punt,15,8,5,1:47
16,0,Punt,-4,8,5,1:30
14,0,Punt,0,4,5,1:20
19,2,Punt,10,19,12,4:25
17,2,Touchdown,0,61,3,0:57
23,1,Field Goal,0,18,6,3:47
6,4,Touchdown,5,57,13,3:16
12,0,Punt,0,1,5,1:21
8,1,Punt,0,14,8,3:35
13,4,Touchdown,10,64,10,3:49
5,0,Punt,-5,9,6,1:40
10,3,Fumble,0,44,13,2:23
2,0,Punt,0,-12,4,1:40
3,4,Touchdown,0,54,9,3:46
7,3,Field Goal,5,47,11,4:26
11,1,End of Half,5,5,6,0:55
22,0,Downs,0,7,5,0:52
21,1,Touchdown,0,5,2,0:05
4,2,Punt,0,31,7,2:55
26,1,End of Game,0,8,11,2:29
