drive,fds,result,penyds,ydsgained,numplays,postime
1,0,Punt,0,0,5,0:31
9,1,Interception,-5,22,7,3:09
24,3,Touchdown,0,69,10,2:51
18,5,Touchdown,0,80,10,4:03
20,2,Downs,0,43,7,2:59
28,0,Interception,0,0,1,0:07
25,0,Downs,0,-7,5,2:11
15,3,Touchdown,0,80,10,3:45
16,0,Fumble,0,3,2,0:09
27,2,Punt,0,35,12,2:34
14,0,End of Half,0,0,2,0:03
19,0,Punt,0,8,6,1:50
17,1,Field Goal,0,12,5,2:24
23,0,Punt,0,9,5,1:21
6,1,Punt,-10,19,9,4:01
12,0,Punt,0,0,5,0:48
8,1,Punt,0,11,6,3:06
13,4,Field Goal,0,57,13,4:47
5,4,Field Goal,-5,81,11,4:57
10,0,Field Goal,0,5,4,1:28
2,0,Punt,-9,7,5,1:17
3,0,Punt,0,7,4,1:28
29,0,End of Game,0,-1,2,0:17
7,0,Punt,0,-1,4,1:30
11,0,Fumble,0,0,1,0:09
22,0,Punt,0,8,4,1:46
21,0,Punt,-5,13,5,1:29
4,1,Punt,0,17,5,2:46
26,0,Downs,0,6,4,2:14
