drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Interception,-5,22,7,3:09
24,3,Touchdown,0,69,10,2:51
10,0,Field Goal,0,5,4,1:28
20,2,Downs,0,43,7,2:59
6,1,Punt,-10,19,9,4:01
27,2,Punt,0,35,12,2:34
18,5,Touchdown,0,80,10,4:03
28,0,Interception,0,0,1,0:07
26,0,Downs,0,6,4,2:14
25,0,Downs,0,-7,5,2:11
1,0,Punt,0,0,5,0:31
5,4,Field Goal,-5,81,11,4:57
13,4,Field Goal,0,57,13,4:47
29,0,End of Game,0,-1,2,0:17
21,0,Punt,-5,13,5,1:29
23,0,Punt,0,9,5,1:21
11,0,Fumble,0,0,1,0:09
14,0,End of Half,0,0,2,0:03
8,1,Punt,0,11,6,3:06
19,0,Punt,0,8,6,1:50
22,0,Punt,0,8,4,1:46
12,0,Punt,0,0,5,0:48
16,0,Fumble,0,3,2,0:09
7,0,Punt,0,-1,4,1:30
3,0,Punt,0,7,4,1:28
17,1,Field Goal,0,12,5,2:24
4,1,Punt,0,17,5,2:46
2,0,Punt,-9,7,5,1:17
15,3,Touchdown,0,80,10,3:45
